rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	rank_out_real	rank_in_real
35424	42064	34649	34688	35660	194480	186156
35425	38701	30412	40289	28992	73611	409628
35426	17924	18498	26556	11423	49009	17638
35427	31632	24366	34112	32321	50684	978058
35428	35097	27547	27891	35980	62689	173255
35429	36275	16641	36725	19177	12707	90835
35430	30552	28782	25028	39654	95375	320018
35431	43103	32523	44266	41620	165496	1069712
35432	28844	42426	34965	37048	594448	1295855
35433	39368	21244	33421	28741	51967	1012078
35434	41163	29639	37942	22298	169324	399657
35435	39290	40592	33704	30119	331400	391996
35436	25672	41131	32327	22913	325514	755340
35437	44756	44879	39740	27390	1111731	1322156
35438	43644	27823	37631	21476	94795	181003
35439	42440	32121	36428	18462	81879	96263
35440	31558	15847	43836	40075	9551	69845
35441	26057	20229	24078	11293	101151	312336
35442	37103	38877	34121	32394	314878	515038
35443	33006	29099	29961	14875	229288	1083621
35444	31845	40696	32165	22179	333978	504044
35445	28392	27598	33026	26606	79996	1003930
35446	35008	24070	31979	12214	91483	170241
35447	31080	28811	28801	20341	70432	65699
35448	24612	10810	28220	17136	12197	2317
35449	32353	41823	28945	21672	410067	538584
35450	33863	27835	28293	41137	48191	177027
35451	29615	27655	35524	6672	322548	209051
35452	39268	28740	38492	23857	83093	182062
35453	39494	42571	37675	21614	430753	971490
35454	38276	9716	33686	30046	4251	149376
35455	39052	14793	37974	22398	10678	437417
35456	33265	36052	30878	39924	191629	273172
35457	36551	28623	34023	31861	73006	247780
35458	30640	28181	44904	44096	84793	534835
35459	35143	20621	30439	35913	30108	929969
35460	38940	35625	38633	24280	71884	514762
35461	29650	24611	30376	35381	70173	487673
35462	43667	35528	44742	43371	177517	379974
35463	28755	40477	42580	35862	253194	101809
35464	39729	33310	37497	21190	58931	321449
35465	34084	13880	35799	17564	41456	754291
35466	30284	18999	24119	43480	21820	159346
35467	44320	37220	33502	29073	280323	664613
35468	36889	30435	33267	27975	91612	268362
35469	24445	12288	22203	10467	20294	185604
35470	30349	21599	34786	16083	402902	1112827
35471	31258	30341	30276	34467	79358	101065
35472	43401	18721	42393	35235	39939	1080422
35473	32823	18395	29699	28853	23096	1237843
35474	41817	31132	41034	31115	63125	636419
35475	23260	35343	44347	41893	141197	86491
35476	26207	32041	26448	41976	102697	104330
35477	32236	44529	39427	26601	949641	334073
35478	34288	36816	29409	26188	113880	1073704
35479	36077	38065	41740	33165	257576	18300
35480	37673	39089	39722	27338	246356	108954
35481	30474	19946	33981	31583	30001	7315
35482	34932	41919	30850	17041	664539	665840
35483	38521	10430	38515	23920	6990	167019
35484	38804	14649	35604	40581	18681	582666
35485	39330	27468	44271	41636	83463	1037411
35486	44229	23537	42307	34994	28043	593253
35487	19856	14757	43905	40264	18697	44751
35488	35012	21643	35910	42573	35303	336789
35489	39002	40614	37263	20497	614910	896524
35490	35459	33814	33992	31645	185199	890096
35491	42865	30813	37584	21373	79666	1133724
35492	41765	28545	39660	27197	77743	40645
35493	44244	29018	40892	30712	154125	430951
35494	31470	28001	27053	24759	83254	762272
35495	24517	10417	28349	17634	10582	269495
35496	41681	40823	41387	32158	325491	514673
35497	29028	24375	29565	27648	22731	16750
35498	38155	30177	41392	15047	92858	705030
35499	33977	18361	33905	6294	135388	220828
35500	37195	27567	37897	22204	56522	267246
35501	28991	12632	30509	10697	37239	606133
35502	39649	39338	43750	39797	513720	1073963
35503	39027	30104	35081	37696	86417	118330
35504	24635	35378	29371	25843	175342	1275732
35505	42487	39960	40661	30067	347028	102546
35506	40586	33120	36580	18822	162124	72217
35507	39990	43537	36801	19331	875397	1236988
35508	35982	22528	40400	29336	35304	372751
35509	35397	27535	30879	39929	52154	1285627
35510	29918	9333	30793	10995	11987	826235
35511	27964	20219	42752	36411	41121	383631
35512	41571	14762	42478	35492	9761	356792
35513	33272	39232	28586	18227	264494	306972
35514	40606	33199	36431	18468	94058	780896
35515	38748	32614	37595	21398	91552	213476
35516	26006	31101	35230	38519	82388	5747
35517	36375	34270	36199	44302	143658	49444
35518	41318	41130	44639	43059	356814	378969
35519	39030	38290	37926	22265	285399	737020
35520	43648	41766	37118	20102	645780	968092
35521	19203	23429	25202	11395	303863	963121
35522	38670	19784	38866	24922	313144	575839
35523	28095	32127	26982	12885	177591	1329473
35524	43966	31303	41455	32371	78628	176973
35525	42388	22962	37597	21408	32652	157172
35526	31546	32540	30890	40059	117987	225234
35527	38794	39932	32191	22286	386087	983892
35528	38443	40849	42597	35925	630688	1122432
35529	42713	31849	36634	18944	70302	60112
35530	27900	27100	34829	36327	65475	747129
35531	39363	41789	42738	36363	399100	567337
35532	37876	40333	31851	20466	297900	810922
35533	41015	36011	41978	33910	164313	14610
35534	28402	27574	25841	14431	182851	179186
35535	43970	42320	41232	31669	771745	974358
35536	41493	34324	35732	41299	136092	77135
35537	42249	40239	39887	27831	407045	232325
35538	35586	40360	30308	34771	332522	431486
35539	41844	40458	31585	19185	556610	1009115
35540	28662	41310	37468	21092	613291	619122
35541	43318	34893	39539	26892	173861	260873
35542	36507	44677	33047	13597	1209294	1149695
35543	39570	41168	37969	22386	419034	305933
35544	32150	29977	28976	22064	51670	196301
35545	32428	21943	36260	44787	58411	351894
35546	27287	30292	30122	33067	128949	4564
35547	35076	23249	29383	25956	41607	837318
35548	40433	43825	42519	35646	715591	852208
35549	43691	27053	42813	36589	63137	193003
35550	32810	43305	37426	20974	611772	766516
35551	42559	39124	42666	36122	265454	578626
35552	37855	14535	34268	33166	8300	628408
35553	43593	40799	40805	30455	462578	284991
35554	38114	40283	34036	31958	392922	475847
35555	34601	21723	30481	36384	42193	49687
35556	38263	28647	32211	22393	89186	229203
35557	24139	31507	31316	44152	79740	138990
35558	38681	25065	42683	36161	57228	476972
35559	39365	40951	43927	40344	314035	418965
35560	21389	25791	35203	16696	106263	132177
35561	29880	15623	36489	18614	12946	43669
35562	31389	43579	25319	19557	541753	158382
35563	42505	29477	32774	25227	61642	16329
35564	42126	36136	31789	20155	291002	1109267
35565	31497	30802	27376	28933	60641	193443
35566	36662	32606	32637	24570	140407	161453
35567	20648	30991	21385	27758	109852	177112
35568	37024	41652	32366	23158	407434	923677
35569	37490	34609	34016	31812	186906	26261
35570	20280	10941	33752	30367	50365	488833
35571	33856	39481	31167	42580	218946	137732
35572	39858	42657	34438	34087	445948	5791
35573	36842	28184	33249	13896	95802	483552
35574	33669	20355	32314	22864	34201	403806
35575	24147	29956	25949	31980	230831	384843
35576	29945	41557	28267	40693	389820	330688
35577	35344	18604	29684	28686	32884	82473
35578	32693	33682	41791	33345	214133	282134
35579	24976	24263	30055	5342	202087	253664
35580	29037	11124	39729	27360	36652	499198
35581	41109	21440	37995	22449	25557	93004
35582	41964	41016	39049	25506	370134	839421
35583	43838	40070	38135	22811	359722	283337
35584	42463	42274	32155	22124	786248	605144
35585	26522	13661	25221	44090	6784	362005
35586	22361	29596	25073	11174	226209	131143
35587	31511	39001	31334	44308	389674	929054
35588	41862	44208	37518	21234	971049	608446
35589	35429	26971	31237	43327	45666	29688
35590	33971	36381	35107	37849	188978	256466
35591	15959	37453	29918	31075	149589	923180
35592	26012	27377	25935	14919	220621	121463
35593	31448	19134	41331	31972	21476	174468
35594	37691	34312	36853	19449	182109	57151
35595	34269	32970	37028	19893	105049	428459
35596	42883	36360	37133	20128	322783	614575
35597	39806	26537	42349	35120	35065	24489
35598	32708	36490	31002	41090	250663	741567
35599	41088	22974	44015	40599	31887	19941
35600	40881	34638	38806	24777	255821	298157
35601	34900	22868	33253	27904	38502	17884
35602	39845	41304	34434	34048	350994	358913
35603	38159	19792	32018	21405	32384	215054
35604	43731	38026	44566	42788	226274	839963
35605	36773	40883	30432	35849	639251	1238031
35606	32736	23077	30577	37226	46347	253662
35607	30358	32363	27156	26271	170716	482846
35608	33032	20998	30908	40221	46231	196279
35609	41288	20433	41138	31393	45813	122291
35610	43091	19428	44042	40712	123553	467741
35611	28538	38143	26553	18043	501316	222076
35612	36935	20765	40637	29994	76316	5186
35613	33993	12021	30872	39894	6786	331514
35614	25765	34860	27810	10459	449960	212201
35615	20460	22728	27212	13645	90934	144956
35616	33354	39816	37727	21747	265732	225112
35617	32264	41474	35260	38680	365645	1172872
35618	16540	12756	28158	39240	11403	353728
35619	38867	39626	43519	38972	374194	953644
35620	24142	36888	35297	38925	191912	338972
35621	38674	18112	33418	28719	24034	1191679
35622	33215	31657	32378	23215	92136	420645
35623	30125	34726	22424	43847	137991	415940
35624	38587	43451	39005	25354	803652	768897
35625	35108	13108	34633	15853	16032	640593
35626	31898	28547	33371	28498	46094	439880
35627	31262	34454	37742	21778	133643	628317
35628	30440	37523	28779	20120	210802	636706
35629	40212	37961	43233	38017	253742	1101362
35630	24284	12220	30830	39367	66052	302450
35631	28762	13687	26952	12765	27079	130027
35632	41881	16243	40876	30656	19269	262164
35633	27417	25128	26718	20022	72578	688427
35634	43392	40366	41173	31476	389177	321736
35635	29598	43438	26775	20792	609347	295370
35636	34473	32632	30563	37077	129498	150961
35637	43841	22989	42030	34065	77760	127490
35638	29227	28185	30638	16516	140919	518297
35639	43432	30264	41370	32104	62697	23029
35640	40513	19086	39040	25485	19315	274295
35641	37625	42138	32954	26224	471717	683197
35642	27647	9504	25957	32079	5081	19143
35643	28519	16898	28300	17444	84677	345796
35644	27544	34645	26527	43475	130010	9524
35645	42179	9744	40175	28655	5474	871076
35646	38360	44446	33443	28858	1088081	1231581
35647	44892	26877	38795	24738	62564	1228867
35648	23216	15735	28509	44139	44021	1319098
35649	31947	36042	24403	24592	146359	289082
35650	41760	26376	44992	44460	36605	664074
35651	35896	19038	31531	18901	15101	6255
35652	42846	15978	44195	41359	11285	220646
35653	36757	30519	37485	21154	84390	261809
35654	25467	35575	30153	33349	179647	227549
35655	26748	16254	27936	16189	23858	5658
35656	43633	35042	42156	34483	99094	1324314
35657	28581	17415	33606	14381	130181	383020
35658	31993	37030	42071	15578	461000	929159
35659	32593	33456	26919	22745	137802	221459
35660	34351	27564	32623	24498	51863	155083
35661	37060	32016	43120	37665	136498	119916
35662	38121	42591	43726	17072	657918	934447
35663	27436	24617	27599	31810	35227	85394
35664	28465	32926	30967	17328	297422	405415
35665	42571	42461	43769	39858	536641	889219
35666	42622	36356	41854	33514	297508	482544
35667	14560	15290	15987	14771	18838	13507
35668	40925	26675	39628	13701	113132	240010
35669	43899	41209	40503	29601	426605	385575
35670	42821	34354	37860	22115	183840	1148915
35671	39142	28271	33294	28094	49853	21589
35672	35182	29347	30909	40226	158342	663465
35673	36365	28404	35891	42460	172673	191525
35674	33860	42015	33187	27568	381651	688671
35675	44364	21703	43185	37859	20062	645519
35676	31155	41348	32100	21902	448498	457725
35677	36425	41251	34810	36217	412680	273071
35678	42316	30429	43817	39999	104780	64102
35679	32122	13717	37183	20265	393560	1190454
35680	32705	19973	26789	20989	23999	136213
35681	34999	36535	41497	32460	197289	493030
35682	26921	40867	27740	15454	419308	917366
35683	30805	22768	25092	41193	28194	7006
35684	31252	18111	33676	30006	19118	390389
35685	36631	15610	30845	39529	16217	191551
35686	41269	43280	43564	39135	616569	290299
35687	41576	22038	43649	39461	26658	131101
35688	38312	35248	33003	26491	198993	355224
35689	34636	42043	30620	37568	482214	188961
35690	27995	32541	33139	7377	397577	236625
35691	43402	32410	44253	41576	146701	478812
35692	41855	36869	39325	26316	333111	787790
35693	39437	14744	43755	39806	11765	106468
35694	37486	34151	32519	23986	187686	199128
35695	30645	28652	26867	21949	104593	610290
35696	25423	15825	35253	38636	15194	147424
35697	35882	28494	37944	12504	107801	437662
35698	44659	35001	42353	35129	210985	497023
35699	34778	24198	29450	26485	44856	273526
35700	32643	15635	33247	27889	21309	279527
35701	25698	19807	27530	30926	23380	10051
35702	43465	30791	42948	37075	90629	826683
35703	31298	14219	29579	13869	26044	89131
35704	38930	43100	39291	13448	763731	915229
35705	42843	43611	40155	28602	599722	497360
35706	39384	36413	42834	36642	363347	590975
35707	37602	41645	30155	33364	382106	548142
35708	31672	44855	22662	25855	1011409	379999
35709	37072	42254	34276	33189	515234	398566
35710	35728	35320	38227	23101	111770	206073
35711	40680	40017	35859	42233	472683	625078
35712	32157	42733	33280	28027	847367	1149050
35713	35872	30135	25605	25257	80125	318841
35714	24220	22147	28934	12296	59353	1100376
35715	39470	35237	40606	29895	234165	795744
35716	33252	28616	30210	33889	176302	1071987
35717	30169	12958	34555	4094	70767	490370
35718	43430	27996	37437	21001	97932	270428
35719	34189	44182	33389	14105	1062465	1307816
35720	26732	32531	28655	18934	145372	904764
35721	42021	35880	38523	23936	149760	38209
35722	26906	11850	28069	16673	17243	38700
35723	30407	17865	29747	14285	42380	946965
35724	37259	19303	32758	25122	24998	1338866
35725	42512	44092	31883	20598	682766	1208997
35726	43337	32407	42988	37180	82600	245931
35727	16425	29856	23132	40944	70942	139490
35728	31988	22259	35110	8137	213516	304743
35729	37141	43248	43996	40556	670540	166082
35730	32290	34606	26930	22990	286242	496905
35731	34973	42782	29613	28093	489198	207280
35732	41139	35178	34408	33926	316380	460242
35733	35922	41768	38437	23693	626403	701905
35734	33546	38575	41330	31970	193694	495889
35735	36855	36513	33832	30771	177549	295981
35736	38118	36809	33880	31055	218505	296359
35737	36666	33588	41457	32378	94344	1136941
35738	43023	42065	36508	18643	280401	746
35739	28534	36250	27111	13315	362119	496186
35740	36621	43827	43497	38896	740665	1003119
35741	27452	42402	40101	28447	494262	547425
35742	33842	26789	36018	43260	41043	112374
35743	31659	15689	30561	10752	39069	414315
35744	38090	43535	37614	21437	722902	406783
35745	34982	20102	32915	7269	92685	49550
35746	37065	43888	35764	41487	721362	286158
35747	31023	13702	28526	44411	14532	78327
35748	30777	13103	29525	27220	10303	162531
35749	31870	23573	36446	18509	21423	348491
35750	29957	8898	24734	15144	8507	162306
35751	38037	43031	31916	20749	564631	637021
35752	18295	38288	25240	44647	194098	253315
35753	42378	42772	36534	18693	735738	1191337
35754	28722	38532	38725	24558	236850	235515
35755	31451	27260	26517	43283	139560	1335273
35756	30635	17586	26210	37224	22749	496020
35757	37694	44975	30678	38104	1175699	466969
35758	22402	20547	35515	11099	92070	144417
35759	22391	15663	38340	23413	27064	986428
35760	36209	23332	32277	22674	42089	544416
35761	40552	38043	38844	24869	277547	521769
35762	37462	6011	36085	43657	1633	275186
35763	27005	31089	25184	17902	199614	162351
35764	38243	41669	35654	40864	490253	213787
35765	34392	31064	34134	32455	166369	643642
35766	38112	43404	32499	9121	1070078	1332677
35767	43322	38013	40531	29679	268750	329079
35768	28384	33843	44892	44040	295090	1139160
35769	23874	41845	25855	29951	339019	690209
35770	29071	37216	29707	28913	198863	393823
35771	38185	15354	33555	29408	9544	462
35772	33227	13374	33994	7707	49206	228184
35773	41802	14302	34944	36922	12377	199714
35774	30334	11635	35514	40043	8459	304993
35775	39617	17451	42204	15678	74828	150884
35776	41995	35212	40789	30404	182908	118947
35777	40527	33817	38986	25281	127144	781383
35778	43876	40562	38001	22468	311654	235893
35779	26261	15720	33826	30758	16504	81623
35780	31733	40582	25689	27285	370063	776794
35781	34965	31802	33693	9915	537741	530606
35782	39238	26495	41470	32402	62310	110906
35783	32285	39702	34349	33573	245546	1190337
35784	40972	39322	39119	25760	282853	671969
35785	41179	33238	35091	37755	191445	517822
35786	39137	18465	34999	37274	16111	13667
35787	36140	37554	34565	10474	472492	940992
35788	34670	12449	35628	40715	15445	439690
35789	27514	36931	43461	38773	254090	386393
35790	40690	34968	37338	20683	232904	418167
35791	28289	9610	34792	16089	9015	239572
35792	25804	39637	28295	41163	390997	974375
35793	29663	13884	29492	26875	6732	19617
35794	37958	34996	34505	34492	166638	1029890
35795	22849	15396	27332	14021	35861	60516
35796	44505	40940	36096	43705	484265	1238086
35797	25043	34179	29726	29119	144278	625870
35798	20762	30542	30970	17329	317265	1219059
35799	36538	15680	31757	20032	12385	441665
35800	42932	44445	39584	27002	777850	1251362
35801	43903	41853	43899	40229	477663	806393
35802	40765	37526	43419	38617	402770	1328272
35803	31499	10837	28365	42224	6711	169490
35804	27001	17323	28434	17920	24663	1080781
35805	40834	43550	40084	28409	730064	629065
35806	37448	22544	32639	24588	18620	1335311
35807	33372	31338	31131	42245	141923	660897
35808	38791	44753	37730	21752	942629	1119175
35809	29941	10981	32022	8841	23889	368806
35810	38137	25917	30796	39073	45658	46461
35811	14366	14351	18504	10420	36484	561485
35812	32197	44095	34598	35070	887868	1081237
35813	41584	9494	40642	30008	5247	690548
35814	39775	25798	39078	25640	36567	644967
35815	31860	25592	34086	32219	171151	550262
35816	40930	22469	40620	29944	28743	367554
35817	43159	36398	40727	30235	189103	692330
35818	20917	30052	24679	10051	495142	1054770
35819	28301	38384	28082	38440	451715	1135021
35820	37119	40115	37253	20463	421993	911170
35821	37535	25071	34251	33112	41290	993141
35822	32502	21434	28422	43044	32621	570589
35823	15828	43099	35602	40573	513862	971972
35824	42101	17430	39836	27690	12459	98498
35825	28390	14031	29655	7470	47218	15130
35826	38171	35954	42914	36942	155209	99262
35827	35719	39024	30922	40296	320622	532361
35828	37719	32073	36323	18257	164710	599822
35829	29442	15857	22577	22524	22739	984294
35830	44806	12849	42432	35340	7629	351
35831	35796	17880	29637	28293	15686	517359
35832	40694	42734	36639	18958	500611	491493
35833	31068	29888	26339	39977	217426	867213
35834	39655	32405	41645	32886	139556	1241314
35835	23232	19114	31405	18196	67290	1248123
35836	37478	12945	33343	28360	15339	1334473
35837	26232	25857	28370	17693	295438	1087930
35838	33665	35190	39538	26889	236889	482533
35839	43026	34933	34146	32510	92180	218132
35840	40933	42439	37473	8813	733887	75668
35841	25686	28313	29878	14619	142909	158551
35842	30875	29606	36405	18410	73480	363613
35843	42466	40972	43872	40174	631842	1181440
35844	37934	39291	44853	43864	353887	318153
35845	31523	35050	39092	25683	205016	529918
35846	30833	14955	35270	16818	17522	71281
35847	35824	33468	38466	23781	310678	730676
35848	35222	34977	37456	8805	483643	287497
35849	33684	38365	37756	21811	311820	766075
35850	35366	42510	37778	21892	739811	1240785
35851	38205	42675	35435	39599	458548	747965
35852	32109	5094	37415	20926	3606	185639
35853	42376	24089	41300	31872	66479	218180
35854	34954	44501	38538	23969	873755	198739
35855	40437	38374	36326	18264	182909	468350
35856	16691	35019	18718	13675	477733	1139416
35857	31790	15249	43956	17234	54023	533682
35858	29397	9019	28940	21579	2495	966209
35859	37096	36687	42570	35831	229398	395731
35860	35020	44542	37123	20112	900050	793777
35861	42549	31581	40785	30392	152579	234894
35862	20971	34885	24794	34054	340552	737858
35863	43002	44861	32305	22832	1084867	1266869
35864	44570	32013	37127	20121	185038	398341
35865	44296	19393	35551	40248	20672	923505
35866	40991	26266	42582	35869	67857	1339060
35867	28074	9523	36165	4203	36358	22222
35868	34785	27695	32285	22700	102325	456122
35869	37189	18751	33110	27105	24184	162449
35870	38527	37008	38811	13090	336385	213870
35871	38943	23714	35957	42901	38671	465
35872	26699	41424	36372	18337	378062	655108
35873	29679	30932	27288	27866	238908	683624
35874	37543	41044	38610	12979	602408	775341
35875	35881	31486	33969	31510	94172	308094
35876	19384	41086	24347	23052	349590	193135
35877	42375	37281	36941	19693	186641	1226920
35878	31138	24562	28148	16925	72082	37684
35879	43671	21771	39650	27178	43614	455968
35880	39411	37715	34714	35778	268015	926303
35881	41302	23925	43415	38609	35926	1325117
35882	43818	43895	40482	29546	848634	963751
35883	43649	35534	37530	21264	173740	553295
35884	35229	38172	36790	19307	250720	86759
35885	38335	22123	40114	28487	113436	942984
35886	40101	33976	38236	23121	167643	643940
35887	42749	39751	33165	27457	344359	237682
35888	36341	17340	45007	44521	15794	923314
35889	30270	41266	27027	24412	340392	664013
35890	36319	22916	32353	23064	83119	14776
35891	31353	35842	36282	44928	173875	145858
35892	35351	24496	31133	42270	27333	1168715
35893	31166	16082	37400	20867	11472	936266
35894	31838	36215	36204	44351	270398	538792
35895	38470	37901	35825	41901	247130	292860
35896	38255	34412	29475	26716	154264	200778
35897	38523	43796	32957	26232	659609	843711
35898	44624	27098	42011	34014	56502	8946
35899	36931	25415	33368	28486	22155	132693
35900	39978	25897	44111	40975	121851	233301
35901	42609	32694	36516	18660	116430	318642
35902	42672	44973	34475	34349	1275400	595480
35903	40635	43894	35398	39434	650455	293141
35904	22336	20020	30691	38179	60769	786077
35905	38316	27130	31786	20145	62139	40126
35906	42062	21673	44699	43235	48991	709675
35907	34184	21380	29423	26279	50477	100327
35908	41014	31106	44652	43099	133095	452121
35909	34372	42854	29517	27120	464879	196398
35910	35535	43398	34604	35094	585693	530608
35911	30152	14333	35568	40385	19621	116429
35912	32533	34858	30992	41018	140597	212563
35913	40243	21395	39343	26383	28597	71795
35914	31168	34359	39940	28000	162382	405817
35915	31022	30329	33314	28206	102438	86935
35916	31982	26223	28335	41855	84141	121434
35917	43404	16074	38777	24696	16719	19736
35918	30429	35352	28302	41236	164203	485890
35919	26260	39294	25669	26780	238923	175699
35920	37174	11946	42943	16336	25016	232491
35921	29822	20008	29555	13802	33377	24510
35922	33079	29879	36112	18004	347693	1322935
35923	36368	37528	34437	34079	206328	435327
35924	43025	27364	41608	32772	47652	1223811
35925	17928	24769	35617	40670	46734	21278
35926	36008	21608	42698	36222	31241	475092
35927	26550	8344	27189	13589	19735	237410
35928	40936	41648	36564	18791	442609	843671
35929	24414	30593	35115	37885	95177	3783
35930	42522	17518	43320	38315	19423	145169
35931	21719	23885	26348	8287	436969	486671
35932	34512	34402	26469	42413	195189	428718
35933	43094	30289	37350	20722	146621	509769
35934	34893	40682	36346	18301	281185	251808
35935	37316	39540	37588	12263	804627	1187579
35936	32486	11589	29812	14448	8842	108184
35937	41981	20475	38175	22933	35092	213418
35938	16423	21259	25290	2596	474388	177422
35939	36462	42885	40346	29166	453373	41235
35940	39181	43154	35323	39080	1018858	214095
35941	36783	28681	29113	23302	104023	114314
35942	24514	10832	24232	6893	16617	745961
35943	31149	19251	31576	19130	15797	66117
35944	27929	42116	30708	16691	825450	973718
35945	43868	30885	37205	20322	86561	1319724
35946	43723	29003	37935	22282	117226	334675
35947	39406	39890	38643	24310	378502	887793
35948	38719	23867	39864	27766	87715	371855
35949	41415	43406	38490	23850	866289	1287091
35950	43220	31258	39056	25552	106822	353487
35951	20640	30080	32067	21715	64384	174041
35952	34021	32743	28067	38260	166893	178983
35953	37021	18704	39104	25707	24471	45887
35954	33784	21933	35519	17153	98094	185944
35955	27114	33797	27672	32859	147787	149590
35956	24363	29318	31414	18236	128080	137160
35957	42976	43938	38634	24281	848754	903276
35958	39179	39855	41776	33313	299013	1335210
35959	34996	35759	35735	17470	370029	738609
35960	27100	16012	26439	41741	46374	1338097
35961	23790	44194	44604	17827	760057	777867
35962	34399	20751	37362	20751	43146	572703
35963	32114	15878	33761	9952	42612	319312
35964	19852	30622	24702	31565	110768	230353
35965	41753	38383	40345	29163	294351	426326
35966	38979	29720	32345	23027	103186	335276
35967	40821	30078	42579	35861	58682	401937
35968	20106	40099	31194	42878	384422	274307
35969	26702	39358	37207	20326	365492	767223
35970	44658	17789	42682	36160	25605	292961
35971	36091	18229	32622	24494	21474	198197
35972	38652	33448	37713	21722	317775	645349
35973	31051	35012	37716	21725	184994	446775
35974	40446	44007	38653	24341	777674	472348
35975	41028	41611	34084	32199	449026	613834
35976	37725	42707	37872	22141	391439	540701
35977	43075	44337	40416	29379	718925	473145
35978	44290	44293	41157	31448	751786	432684
35979	41634	33008	43502	38911	240745	387076
35980	30813	16299	30816	39223	15400	207915
35981	24385	40991	24064	41786	433689	432102
35982	28917	34406	29617	9658	672638	823838
35983	31551	39518	30087	32747	238752	1153078
35984	37964	29944	39384	26501	161396	548021
35985	24666	41352	25993	32714	369088	381259
35986	33498	25905	28888	21039	66909	145719
35987	28450	34738	28270	11163	763231	1199024
35988	34208	15540	30989	40980	13861	904640
35989	33526	41203	34783	36125	288978	272007
35990	29109	15959	29814	7580	116257	259885
35991	28815	10857	30027	7740	30457	128680
35992	38921	33559	38197	22992	137638	27765
35993	30721	39055	26508	43149	264339	361807
35994	44171	27478	40675	30092	41457	1233828
35995	33932	29653	32737	13153	242299	714144
35996	41128	42562	41248	14940	818591	489954
35997	30694	39708	28868	20897	286615	278379
35998	39317	42864	36948	19709	546193	458497
35999	31024	32680	28401	42812	124241	205739
36000	35339	16918	29350	25577	12996	254617
36001	30055	29255	32436	23477	94196	343834
36002	19075	13936	31060	17540	37218	164706
36003	36799	28465	36482	18595	48125	20406
36004	34957	42119	39761	27434	508435	881930
36005	36396	42435	35561	40310	496462	328009
36006	43288	38347	37464	21079	364111	647658
36007	32955	32752	29976	31685	180507	651452
36008	43968	41664	37311	20604	394316	940625
36009	19604	39584	21722	42930	502374	862450
36010	44324	23368	38093	22709	47607	667272
36011	26733	11044	24488	9462	19904	537679
36012	35198	17070	33230	13861	16961	816262
36013	35931	44167	37450	21043	701404	823524
36014	22532	23306	25985	10198	213351	647932
36015	30973	28096	44435	11297	233860	559751
36016	41361	14117	43012	37257	16869	241109
36017	35114	35360	35361	16973	380875	173303
36018	43105	39545	43964	40460	288802	692946
36019	41936	42133	39142	25826	409959	89003
36020	36378	44780	29558	27583	1050661	1199517
36021	39665	36545	39082	13293	394823	667553
36022	42801	30086	44047	40739	78925	556806
36023	32143	37228	41053	31164	210492	131392
36024	21914	18037	25235	6763	179526	429940
36025	37868	18258	30054	32436	17156	39408
36026	28138	25647	35916	17754	93719	206636
36027	30004	11421	28058	16626	12581	193832
36028	44347	40240	32107	21932	455477	577697
36029	43459	44338	37544	21288	859690	949871
36030	32723	14476	33353	14048	23239	65342
36031	33776	18699	28312	41390	25590	143228
36032	41160	38550	37545	21290	265008	352437
36033	37362	35594	32796	25359	125595	1261792
36034	44461	43618	38335	23389	758030	604790
36035	31676	32837	26129	35765	93363	155945
36036	24472	15995	30556	37013	14630	38864
36037	40271	25306	36649	18983	51501	399793
36038	33201	17759	29957	31435	12383	305370
36039	34843	13883	28098	38580	8551	89220
36040	41050	44651	41844	33488	903577	324387
36041	38711	29273	41323	31953	139348	339153
36042	44940	43627	39432	26610	674003	522269
36043	29048	21675	25002	39127	56353	1172301
36044	21833	15404	27315	13964	98077	1335843
36045	42506	17803	37845	22067	14564	31074
36046	35482	28187	36149	44034	83898	1069675
36047	30014	33664	31229	43277	165552	213387
36048	31376	17540	30684	16633	37538	573646
36049	40488	42363	43856	40127	467234	712620
36050	41303	17242	43888	40202	24444	89746
36051	37127	43693	33710	30132	631472	708659
36052	28214	31546	32988	26384	233207	195053
36053	21140	14785	23210	4805	88591	124238
36054	37349	36780	35468	39774	250461	229262
36055	34112	14705	36419	18436	13145	3481
36056	30335	32526	29554	27554	139467	390486
36057	30967	37873	28049	38019	221346	778101
36058	41591	39828	37554	21306	417093	681349
36059	34581	41532	31631	19447	543499	807991
36060	38813	30722	34520	34610	112071	350803
36061	42563	44851	36937	19686	868023	100692
36062	34994	27777	31160	42538	148756	342068
36063	39599	43387	38949	13176	873643	1165957
36064	17001	8988	26618	18486	3291	1284469
36065	37040	44395	40033	28273	799286	824149
36066	33231	36283	42121	34372	179448	454059
36067	29788	30375	29860	30401	82797	859637
36068	37397	21221	34011	31770	26028	169796
36069	43372	40468	34418	33966	561241	1191432
36070	44304	40534	43138	37724	344393	277644
36071	39218	39531	43429	38675	302418	388256
36072	42113	18357	42490	35548	32353	16041
36073	40147	36924	37125	20117	344096	624960
36074	35147	18771	35958	42915	24339	900290
36075	41053	32420	38228	23102	49562	278375
36076	25320	28936	19154	31434	32028	87771
36077	41098	24390	43587	39208	44265	435449
36078	34956	43606	38299	23297	702021	637980
36079	32722	18244	30072	15143	42168	236055
36080	32021	35135	33192	27591	550846	683826
36081	33830	37354	34671	15944	333456	202714
36082	37052	23382	35668	40935	33923	883708
36083	29897	20126	35204	38366	23956	1247722
